"","EC","class"
"2415","4.2.1.8","Lyases"
"2416","4.2.1.80","Lyases"
"2417","4.2.1.82","Lyases"
"2418","4.2.1.83","Lyases"
"2419","4.2.1.84","Lyases"
"2420","4.2.1.9","Lyases"
"2421","4.2.1.90","Lyases"
"2422","4.2.1.91","Lyases"
"2423","4.2.1.92","Lyases"
"2424","4.2.1.96","Lyases"
"2425","4.2.1.99","Lyases"
"2426","4.2.2.11","Lyases"
"2427","4.2.2.2","Lyases"
"2428","4.2.2.3","Lyases"
"2429","4.2.2.6","Lyases"
"2430","4.2.2.9","Lyases"
"2431","4.2.3.1","Lyases"
"2432","4.2.3.107","Lyases"
"2433","4.2.3.108","Lyases"
"2434","4.2.3.11","Lyases"
"2435","4.2.3.111","Lyases"
"2436","4.2.3.116","Lyases"
"2437","4.2.3.117","Lyases"
"2438","4.2.3.119","Lyases"
"2439","4.2.3.12","Lyases"
"2440","4.2.3.13","Lyases"
"2441","4.2.3.134","Lyases"
"2442","4.2.3.146","Lyases"
"2443","4.2.3.152","Lyases"
"2444","4.2.3.153","Lyases"
"2445","4.2.3.16","Lyases"
"2446","4.2.3.17","Lyases"
"2447","4.2.3.18","Lyases"
"2448","4.2.3.19","Lyases"
"2449","4.2.3.2","Lyases"
"2450","4.2.3.20","Lyases"
"2451","4.2.3.211","Lyases"
"2452","4.2.3.22","Lyases"
"2453","4.2.3.3","Lyases"
"2454","4.2.3.36","Lyases"
"2455","4.2.3.38","Lyases"
"2456","4.2.3.4","Lyases"
"2457","4.2.3.5","Lyases"
"2458","4.2.3.7","Lyases"
"2459","4.2.3.8","Lyases"
"2460","4.2.3.9","Lyases"
"2461","4.2.99.20","Lyases"
"2462","4.2.99.24","Lyases"
"2463","4.3.1.1","Lyases"
"2464","4.3.1.12","Lyases"
"2465","4.3.1.14","Lyases"
"2466","4.3.1.17","Lyases"
"2467","4.3.1.18","Lyases"
"2468","4.3.1.19","Lyases"
"2469","4.3.1.2","Lyases"
"2470","4.3.1.23","Lyases"
"2471","4.3.1.24","Lyases"
"2472","4.3.1.25","Lyases"
"2473","4.3.1.3","Lyases"
"2474","4.3.1.30","Lyases"
"2475","4.3.1.32","Lyases"
"2476","4.3.1.4","Lyases"
"2477","4.3.1.7","Lyases"
"2478","4.3.1.9","Lyases"
"2479","4.3.2.1","Lyases"
"2480","4.3.2.10","Lyases"
"2481","4.3.2.2","Lyases"
"2482","4.3.2.3","Lyases"
"2483","4.3.2.7","Lyases"
"2484","4.3.2.9","Lyases"
"2485","4.3.3.2","Lyases"
"2486","4.3.3.5","Lyases"
"2487","4.3.3.6","Lyases"
"2488","4.3.3.7","Lyases"
"2489","4.3.99.3","Lyases"
"2490","4.3.99.5","Lyases"
"2491","4.4.1.1","Lyases"
"2492","4.4.1.10","Lyases"
"2493","4.4.1.11","Lyases"
"2494","4.4.1.13","Lyases"
"2495","4.4.1.14","Lyases"
"2496","4.4.1.15","Lyases"
"2497","4.4.1.16","Lyases"
"2498","4.4.1.17","Lyases"
"2499","4.4.1.19","Lyases"
"2500","4.4.1.2","Lyases"
"2501","4.4.1.20","Lyases"
"2502","4.4.1.21","Lyases"
"2503","4.4.1.22","Lyases"
"2504","4.4.1.24","Lyases"
"2505","4.4.1.25","Lyases"
"2506","4.4.1.26","Lyases"
"2507","4.4.1.28","Lyases"
"2508","4.4.1.3","Lyases"
"2509","4.4.1.35","Lyases"
"2510","4.4.1.36","Lyases"
"2511","4.4.1.38","Lyases"
"2512","4.4.1.5","Lyases"
"2513","4.4.1.9","Lyases"
"2514","4.6.1.1","Lyases"
"2515","4.6.1.12","Lyases"
"2516","4.6.1.13","Lyases"
"2517","4.6.1.17","Lyases"
"2518","4.6.1.2","Lyases"
"2519","4.7.1.1","Lyases"
"2520","4.8.1.3","Lyases"
"2521","4.8.1.4","Lyases"
"2522","4.98.1.1","Lyases"
"2523","4.99.1.11","Lyases"
"2524","4.99.1.3","Lyases"
"2525","4.99.1.4","Lyases"
"2526","4.99.1.9","Lyases"
"2527","5.1.1.1","Isomerases"
"2528","5.1.1.10","Isomerases"
"2529","5.1.1.11","Isomerases"
"2530","5.1.1.12","Isomerases"
"2531","5.1.1.13","Isomerases"
"2532","5.1.1.14","Isomerases"
"2533","5.1.1.17","Isomerases"
"2534","5.1.1.18","Isomerases"
"2535","5.1.1.19","Isomerases"
"2536","5.1.1.2","Isomerases"
"2537","5.1.1.23","Isomerases"
"2538","5.1.1.24","Isomerases"
"2539","5.1.1.3","Isomerases"
"2540","5.1.1.4","Isomerases"
"2541","5.1.1.5","Isomerases"
"2542","5.1.1.6","Isomerases"
"2543","5.1.1.7","Isomerases"
"2544","5.1.1.8","Isomerases"
"2545","5.1.1.9","Isomerases"
"2546","5.1.2.1","Isomerases"
"2547","5.1.2.3","Isomerases"
"2548","5.1.2.5","Isomerases"
"2549","5.1.2.7","Isomerases"
"2550","5.1.3.1","Isomerases"
"2551","5.1.3.10","Isomerases"
"2552","5.1.3.13","Isomerases"
"2553","5.1.3.14","Isomerases"
"2554","5.1.3.15","Isomerases"
"2555","5.1.3.17","Isomerases"
"2556","5.1.3.18","Isomerases"
"2557","5.1.3.19","Isomerases"
"2558","5.1.3.2","Isomerases"
"2559","5.1.3.20","Isomerases"
"2560","5.1.3.22","Isomerases"
"2561","5.1.3.23","Isomerases"
"2562","5.1.3.27","Isomerases"
"2563","5.1.3.28","Isomerases"
"2564","5.1.3.3","Isomerases"
"2565","5.1.3.33","Isomerases"
"2566","5.1.3.34","Isomerases"
"2567","5.1.3.35","Isomerases"
"2568","5.1.3.37","Isomerases"
"2569","5.1.3.4","Isomerases"
"2570","5.1.3.40","Isomerases"
"2571","5.1.3.42","Isomerases"
"2572","5.1.3.5","Isomerases"
"2573","5.1.3.6","Isomerases"
"2574","5.1.3.7","Isomerases"
"2575","5.1.3.8","Isomerases"
"2576","5.1.3.9","Isomerases"
"2577","5.1.99.1","Isomerases"
"2578","5.1.99.3","Isomerases"
"2579","5.1.99.4","Isomerases"
"2580","5.2.1.1","Isomerases"
"2581","5.2.1.10","Isomerases"
"2582","5.2.1.12","Isomerases"
"2583","5.2.1.13","Isomerases"
"2584","5.2.1.2","Isomerases"
"2585","5.2.1.4","Isomerases"
"2586","5.3.1.1","Isomerases"
"2587","5.3.1.12","Isomerases"
"2588","5.3.1.13","Isomerases"
"2589","5.3.1.14","Isomerases"
"2590","5.3.1.16","Isomerases"
"2591","5.3.1.17","Isomerases"
"2592","5.3.1.22","Isomerases"
"2593","5.3.1.23","Isomerases"
"2594","5.3.1.24","Isomerases"
"2595","5.3.1.25","Isomerases"
"2596","5.3.1.26","Isomerases"
"2597","5.3.1.27","Isomerases"
"2598","5.3.1.28","Isomerases"
"2599","5.3.1.29","Isomerases"
"2600","5.3.1.30","Isomerases"
"2601","5.3.1.4","Isomerases"
"2602","5.3.1.5","Isomerases"
"2603","5.3.1.6","Isomerases"
"2604","5.3.1.7","Isomerases"
"2605","5.3.1.8","Isomerases"
"2606","5.3.1.9","Isomerases"
"2607","5.3.2.1","Isomerases"
"2608","5.3.2.3","Isomerases"
"2609","5.3.2.4","Isomerases"
"2610","5.3.2.5","Isomerases"
"2611","5.3.2.6","Isomerases"
"2612","5.3.2.8","Isomerases"
"2613","5.3.3.1","Isomerases"
"2614","5.3.3.10","Isomerases"
"2615","5.3.3.12","Isomerases"
"2616","5.3.3.17","Isomerases"
"2617","5.3.3.18","Isomerases"
"2618","5.3.3.19","Isomerases"
"2619","5.3.3.2","Isomerases"
"2620","5.3.3.23","Isomerases"
"2621","5.3.3.24","Isomerases"
"2622","5.3.3.3","Isomerases"
"2623","5.3.3.4","Isomerases"
"2624","5.3.3.5","Isomerases"
"2625","5.3.3.7","Isomerases"
"2626","5.3.99.10","Isomerases"
"2627","5.3.99.11","Isomerases"
"2628","5.3.99.2","Isomerases"
"2629","5.3.99.3","Isomerases"
"2630","5.3.99.4","Isomerases"
"2631","5.3.99.5","Isomerases"
"2632","5.3.99.6","Isomerases"
"2633","5.3.99.7","Isomerases"
"2634","5.3.99.9","Isomerases"
"2635","5.4.1.3","Isomerases"
"2636","5.4.1.4","Isomerases"
"2637","5.4.2.10","Isomerases"
"2638","5.4.2.11","Isomerases"
"2639","5.4.2.12","Isomerases"
"2640","5.4.2.13","Isomerases"
"2641","5.4.2.2","Isomerases"
"2642","5.4.2.3","Isomerases"
"2643","5.4.2.4","Isomerases"
"2644","5.4.2.7","Isomerases"
"2645","5.4.2.8","Isomerases"
"2646","5.4.2.9","Isomerases"
"2647","5.4.3.2","Isomerases"
"2648","5.4.3.3","Isomerases"
"2649","5.4.3.5","Isomerases"
"2650","5.4.3.6","Isomerases"
"2651","5.4.3.8","Isomerases"
"2652","5.4.4.2","Isomerases"
"2653","5.4.4.7","Isomerases"
"2654","5.4.99.1","Isomerases"
"2655","5.4.99.15","Isomerases"
"2656","5.4.99.16","Isomerases"
"2657","5.4.99.18","Isomerases"
"2658","5.4.99.2","Isomerases"
"2659","5.4.99.30","Isomerases"
"2660","5.4.99.5","Isomerases"
"2661","5.4.99.58","Isomerases"
"2662","5.4.99.59","Isomerases"
"2663","5.4.99.60","Isomerases"
"2664","5.4.99.61","Isomerases"
"2665","5.4.99.63","Isomerases"
"2666","5.4.99.7","Isomerases"
"2667","5.4.99.8","Isomerases"
"2668","5.4.99.9","Isomerases"
"2669","5.5.1.1","Isomerases"
"2670","5.5.1.12","Isomerases"
"2671","5.5.1.13","Isomerases"
"2672","5.5.1.15","Isomerases"
"2673","5.5.1.18","Isomerases"
"2674","5.5.1.19","Isomerases"
"2675","5.5.1.2","Isomerases"
"2676","5.5.1.23","Isomerases"
"2677","5.5.1.24","Isomerases"
"2678","5.5.1.26","Isomerases"
"2679","5.5.1.27","Isomerases"
"2680","5.5.1.34","Isomerases"
"2681","5.5.1.4","Isomerases"
"2682","5.5.1.6","Isomerases"
"2683","5.5.1.7","Isomerases"
"2684","5.5.1.8","Isomerases"
"2685","5.5.1.9","Isomerases"
"2686","5.99.1.4","Isomerases"
"2687","6.1.1.10","Ligases"
"2688","6.1.1.13","Ligases"
"2689","6.1.1.17","Ligases"
"2690","6.1.1.18","Ligases"
"2691","6.1.1.24","Ligases"
"2692","6.2.1.1","Ligases"
"2693","6.2.1.11","Ligases"
"2694","6.2.1.12","Ligases"
"2695","6.2.1.13","Ligases"
"2696","6.2.1.14","Ligases"
"2697","6.2.1.16","Ligases"
"2698","6.2.1.17","Ligases"
"2699","6.2.1.18","Ligases"
"2700","6.2.1.2","Ligases"
"2701","6.2.1.25","Ligases"
"2702","6.2.1.26","Ligases"
"2703","6.2.1.27","Ligases"
"2704","6.2.1.3","Ligases"
"2705","6.2.1.30","Ligases"
"2706","6.2.1.31","Ligases"
"2707","6.2.1.32","Ligases"
"2708","6.2.1.33","Ligases"
"2709","6.2.1.36","Ligases"
"2710","6.2.1.4","Ligases"
"2711","6.2.1.40","Ligases"
"2712","6.2.1.41","Ligases"
"2713","6.2.1.43","Ligases"
"2714","6.2.1.44","Ligases"
"2715","6.2.1.5","Ligases"
"2716","6.2.1.53","Ligases"
"2717","6.2.1.56","Ligases"
"2718","6.2.1.6","Ligases"
"2719","6.2.1.7","Ligases"
"2720","6.2.1.76","Ligases"
"2721","6.2.1.8","Ligases"
"2722","6.2.1.9","Ligases"
"2723","6.3.1.1","Ligases"
"2724","6.3.1.10","Ligases"
"2725","6.3.1.11","Ligases"
"2726","6.3.1.15","Ligases"
"2727","6.3.1.17","Ligases"
"2728","6.3.1.2","Ligases"
"2729","6.3.1.20","Ligases"
"2730","6.3.1.21","Ligases"
"2731","6.3.1.5","Ligases"
"2732","6.3.1.8","Ligases"
"2733","6.3.1.9","Ligases"
"2734","6.3.2.1","Ligases"
"2735","6.3.2.10","Ligases"
"2736","6.3.2.11","Ligases"
"2737","6.3.2.12","Ligases"
"2738","6.3.2.13","Ligases"
"2739","6.3.2.17","Ligases"
"2740","6.3.2.2","Ligases"
"2741","6.3.2.26","Ligases"
"2742","6.3.2.3","Ligases"
"2743","6.3.2.31","Ligases"
"2744","6.3.2.32","Ligases"
"2745","6.3.2.34","Ligases"
"2746","6.3.2.36","Ligases"
"2747","6.3.2.38","Ligases"
"2748","6.3.2.39","Ligases"
"2749","6.3.2.4","Ligases"
"2750","6.3.2.41","Ligases"
"2751","6.3.2.42","Ligases"
"2752","6.3.2.43","Ligases"
"2753","6.3.2.46","Ligases"
"2754","6.3.2.47","Ligases"
"2755","6.3.2.49","Ligases"
"2756","6.3.2.5","Ligases"
"2757","6.3.2.53","Ligases"
"2758","6.3.2.54","Ligases"
"2759","6.3.2.55","Ligases"
"2760","6.3.2.56","Ligases"
"2761","6.3.2.57","Ligases"
"2762","6.3.2.58","Ligases"
"2763","6.3.2.59","Ligases"
"2764","6.3.2.6","Ligases"
"2765","6.3.2.60","Ligases"
"2766","6.3.2.7","Ligases"
"2767","6.3.2.8","Ligases"
"2768","6.3.2.9","Ligases"
"2769","6.3.3.1","Ligases"
"2770","6.3.3.2","Ligases"
"2771","6.3.3.3","Ligases"
"2772","6.3.3.4","Ligases"
"2773","6.3.3.5","Ligases"
"2774","6.3.3.6","Ligases"
"2775","6.3.3.7","Ligases"
"2776","6.3.4.10","Ligases"
"2777","6.3.4.11","Ligases"
"2778","6.3.4.13","Ligases"
"2779","6.3.4.15","Ligases"
"2780","6.3.4.16","Ligases"
"2781","6.3.4.18","Ligases"
"2782","6.3.4.2","Ligases"
"2783","6.3.4.20","Ligases"
"2784","6.3.4.21","Ligases"
"2785","6.3.4.23","Ligases"
"2786","6.3.4.24","Ligases"
"2787","6.3.4.3","Ligases"
"2788","6.3.4.4","Ligases"
"2789","6.3.4.5","Ligases"
"2790","6.3.4.6","Ligases"
"2791","6.3.4.7","Ligases"
"2792","6.3.4.9","Ligases"
"2793","6.3.5.1","Ligases"
"2794","6.3.5.10","Ligases"
"2795","6.3.5.11","Ligases"
"2796","6.3.5.12","Ligases"
"2797","6.3.5.13","Ligases"
"2798","6.3.5.2","Ligases"
"2799","6.3.5.3","Ligases"
"2800","6.3.5.4","Ligases"
"2801","6.3.5.5","Ligases"
"2802","6.3.5.7","Ligases"
"2803","6.3.5.9","Ligases"
"2804","6.4.1.1","Ligases"
"2805","6.4.1.2","Ligases"
"2806","6.4.1.3","Ligases"
"2807","6.4.1.4","Ligases"
"2808","6.4.1.9","Ligases"
"2809","6.6.1.1","Ligases"
"2810","6.6.1.2","Ligases"
"2811","6.7.1.1","Ligases"
"2812","7.1.1.2","Translocases"
"2813","7.1.1.6","Translocases"
"2814","7.1.1.8","Translocases"
"2815","7.1.2.1","Translocases"
"2816","7.1.2.2","Translocases"
"2817","7.2.2.19","Translocases"
"2818","7.2.4.2","Translocases"
